x,z,rx,ry,rz,ra,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,-0.15000,0.00000,0.00000,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.00077,-0.15008,0.00000,0.00050,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.00677,-0.15070,0.00000,0.00444,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.01847,-0.15191,0.00000,0.01210,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.03554,-0.15368,0.00000,0.02328,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.05763,-0.15596,0.00000,0.03776,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.08442,-0.15873,0.00000,0.05531,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.11559,-0.16196,0.00000,0.07573,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.15080,-0.16560,0.00000,0.09880,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.18972,-0.16963,0.00000,0.12430,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.23202,-0.17400,0.00000,0.15202,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.27738,-0.17869,0.00000,0.18173,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.32546,-0.18367,0.00000,0.21323,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.37593,-0.18889,0.00000,0.24630,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.42846,-0.19432,0.00000,0.28071,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.48272,-0.19994,0.00000,0.31627,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.53839,-0.20570,0.00000,0.35274,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.59513,-0.21156,0.00000,0.38991,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.65261,-0.21751,0.00000,0.42757,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.71050,-0.22350,0.00000,0.46550,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.76848,-0.22950,0.00000,0.50348,0.00000
0.00000,0.76881,0.00000,0.00000,0.00000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,-0.33000,0.00000,0.00000,0.55000,-0.20000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,-0.82621,-0.23547,0.00000,0.54131,0.00000
